Amount,Frequency,Recency
610.0100000000001,42,149
2666.61,135,0
2207.4,8,112
884.1400000000002,98,75
699.0800000000002,119,106
1042.1899999999998,69,45
-451.42,3,142
415.82,8,50
3848.5499999999984,274,0
5452.169999999996,307,22
784.5799999999999,31,45
903.9000000000001,48,49
3724.7700000000013,210,305
399.2099999999999,43,35
1145.4299999999992,112,78
2171.3199999999997,139,16
1801.14,41,106
1303.9099999999999,40,207
1842.7300000000005,74,2
2100.6000000000004,49,63
1905.45,123,48
206.98000000000002,17,319
570.96,62,43
885.4699999999999,33,2
-840.7600000000001,17,336
532.94,20,171
1649.36,69,50
1641.4800000000005,134,72
636.14,51,98
547.7,41,28
747.7599999999999,69,57
836.7899999999998,54,253
2084.900000000002,276,69
954.0899999999996,50,43
117.47,12,44
391.97999999999996,24,64
33350.76,169,10
1020.7400000000001,65,24
345.65999999999997,28,58
1209.1000000000004,50,63
118.95,8,303
130.74,11,45
3650.8699999999994,140,17
389.27,22,37
238.85000000000002,97,18
160.71,22,186
110.80000000000001,30,51
2974.6499999999974,140,3
712.2399999999997,80,136
16173.670000000002,653,3
297.0,14,18
1438.8500000000008,191,15
977.2099999999992,142,40
3000.360000000001,547,11
832.88,147,7
68.84,18,25
1769.7800000000002,24,21
895.1300000000002,40,40
230.52999999999994,45,100
3797.7899999999986,463,4
149.64,15,276
354.0899999999999,76,32
360.9299999999999,128,14
4330.670000000001,137,62
440.78,131,1
313.28,106,368
438.24,32,311
495.3599999999999,24,198
396.47999999999996,49,1
379.34999999999997,18,92
181.09,12,59
141.26999999999998,14,79
446.8699999999998,93,156
524.52,62,226
263.54999999999995,41,252
179.17,11,149
222.05,24,193
1384.6799999999998,87,0
56.25,4,368
351.1099999999999,51,23
363.8799999999999,116,16
5126.34,75,9
164.67999999999998,30,7
1521.790000000001,151,19
967.4499999999998,249,3
191.93999999999997,7,173
1232.1799999999996,267,0
264.62,19,177
1491.2400000000007,160,15
123.10000000000001,12,247
334.23,40,190
639.89,143,19
167.49999999999997,60,153
336.03000000000003,25,172
363.6000000000001,12,371
127.08000000000003,21,372
207.15,12,193
426.63000000000017,21,66
2461.850000000001,119,3
1107.4600000000003,74,20
416.8600000000001,12,238
145.35,7,63
404.58,18,111
6102.259999999999,77,89
31.799999999999997,2,310
337.43999999999994,14,133
325.1,6,276
181.0,2,364
1708.2400000000002,29,82
955.2400000000001,60,7
364.7199999999999,19,16
1705.2599999999989,103,1
669.57,43,0
806.5699999999998,91,33
1634.53,103,14
4389.810000000001,185,23
428.88999999999993,42,31
104.35,7,73
470.7600000000001,28,19
845.6399999999999,122,16
418.8299999999999,84,22
582.8999999999999,21,2
314.1,11,303
4199.85,35,17
99.77,6,235
3429.55,177,38
371.01,24,83
430.93999999999977,98,164
1054.7299999999996,65,16
1098.7800000000002,49,76
2398.8599999999997,43,88
3408.4799999999987,97,24
1475.02,113,21
2816.9700000000007,275,2
1037.4200000000003,38,122
168.12,14,29
1451.2800000000004,140,11
158.03000000000003,27,18
792.11,52,43
41.989999999999995,3,3
2756.8199999999997,560,8
427.07000000000005,35,54
1044.7799999999993,131,87
3084.1699999999987,509,36
12393.7,9,2
2735.3700000000003,103,29
615.389999999999,218,11
101.39999999999999,8,210
1701.939999999998,385,47
478.7800000000001,33,23
992.7099999999999,90,21
407.49999999999994,86,245
3362.7100000000023,212,7
1415.2899999999997,94,34
33366.25,151,3
653.1299999999998,148,35
690.5399999999996,184,3
1483.3100000000013,237,2
211.87999999999994,32,46
408.90000000000003,28,38
3450.2399999999993,165,1
851.0100000000001,46,16
628.2800000000001,76,259
719.81,101,45
251.23999999999992,64,11
439.66,28,29
236.09000000000006,32,42
852.12,17,91
50992.60999999997,274,38
331.24000000000007,29,309
548.9399999999999,100,91
8727.609999999988,1152,5
437.69999999999993,22,195
758.9199999999994,55,86
855.0200000000001,39,269
454.3299999999999,28,7
1313.5500000000006,65,64
3166.4,6,30
1147.3700000000001,75,21
773.9900000000004,39,37
1340.7000000000003,83,119
243.69000000000005,9,85
1111.7899999999993,312,39
137.9,10,173
362.06000000000006,34,53
1511.9499999999996,84,32
783.8999999999999,70,144
134.8,8,220
664.85,68,44
2140.2200000000003,134,3
1459.8600000000008,180,65
-29.95,1,268
1153.6199999999992,64,9
335.32000000000005,23,259
372.0900000000001,74,364
1521.8700000000001,102,16
852.15,33,21
326.24000000000007,21,44
584.3199999999999,23,287
94.35,2,291
2173.5299999999997,131,2
79.2,1,283
1352.0000000000002,21,16
176.60000000000002,11,81
2806.9000000000005,227,55
1317.6200000000003,31,100
436.17999999999995,38,298
981.5099999999999,167,22
1119.31,40,58
315.06000000000006,18,154
779.36,53,98
17.0,1,106
1041.83,67,11
320.62,12,263
185.05,10,239
2005.6300000000003,67,87
731.8999999999999,39,49
1245.9599999999998,83,8
1842.1400000000003,57,41
1429.6399999999999,48,6
302.36,29,61
336.96,13,248
108.38,6,65
3204.16,31,17
816.1,49,84
611.88,18,218
1337.4800000000016,354,44
195.74,16,142
161.38000000000002,30,182
135.75000000000003,8,170
1667.9700000000018,284,9
592.8800000000001,35,205
232.21,30,189
423.36,16,7
1294.14,32,58
867.1099999999998,212,56
684.42,38,72
307.78,16,51
187.15000000000003,16,315
289.35,13,366
6287.770000000002,117,28
656.2500000000001,40,38
1880.22,89,17
3506.5400000000013,78,51
14305.66,365,3
603.6900000000002,38,21
517.5499999999998,21,262
709.3800000000002,37,59
-7.95,1,367
635.41,31,18
703.7700000000001,37,52
620.4,30,87
535.3400000000001,37,249
2419.8399999999992,118,2
175.2,1,246
3741.9799999999955,237,8
734.1299999999999,29,156
375.0,22,133
76.32000000000001,1,295
280.52000000000004,18,4
1906.0699999999988,136,38
1829.04,29,268
1824.2300000000002,89,49
3024.6200000000013,139,8
644.2400000000001,19,15
348.2000000000001,14,281
1009.4500000000004,22,63
5352.969999999997,502,1
37.4,2,251
441.6000000000001,7,224
802.5300000000002,35,16
3770.600000000001,99,10
1822.9700000000003,85,7
1880.4199999999996,127,50
73.2,3,58
1140.21,69,94
1406.5699999999993,87,15
1009.5500000000001,23,125
1037.5899999999997,58,93
331.95,15,49
197.90000000000003,8,137
215.83,11,60
10217.480000000001,176,99
305.5400000000001,11,72
6617.650000000001,28,71
338.7100000000001,15,66
1155.5400000000002,46,63
529.41,31,16
3991.9400000000032,219,22
6841.239999999998,297,31
981.8600000000001,67,44
215.47999999999996,11,15
215.08,6,39
4913.32,151,2
314.45,19,236
400.681,15,74
1080.6199999999992,179,3
1821.5199999999993,115,2
365.27000000000004,18,360
589.15,36,58
405.71000000000004,57,22
761.38,98,30
537.06,63,54
394.38,19,24
664.2600000000001,66,44
2262.62,46,88
21086.299999999996,123,1
542.77,24,80
681.19,43,18
159.0,6,78
1062.7499999999998,44,170
242.35000000000002,14,80
914.9300000000002,37,266
259.39000000000004,19,234
3054.8700000000013,90,29
864.86,97,36
846.7200000000007,137,317
1295.3000000000004,96,56
1096.32,134,44
255.11999999999998,8,202
308.32000000000005,7,218
1010.5999999999999,47,86
542.03,35,189
983.2299999999998,38,32
422.13,25,70
858.4099999999996,48,40
432.19999999999993,20,77
372.9,21,56
3693.8100000000013,142,7
2607.8700000000067,662,9
3598.260000000001,295,7
409.09999999999974,51,33
1522.7499999999998,91,211
1352.3600000000008,93,23
114.56,16,169
152.94,7,61
1800.0700000000006,69,52
389.44000000000005,24,260
-295.09000000000003,21,365
3665.6199999999985,124,31
2609.2999999999993,274,16
732.6300000000002,14,257
46.95,2,176
5203.51,135,44
1035.45,18,50
746.8299999999999,124,16
-31.65,3,360
5423.150000000002,260,8
861.8899999999998,61,73
667.6499999999999,45,70
1141.2399999999996,54,352
1423.2899999999997,134,2
411.7000000000001,25,116
357.94999999999993,67,372
559.8699999999999,33,196
810.6000000000001,6,176
537.8299999999999,25,22
1496.6800000000005,109,20
2062.06,17,71
168.3,11,339
1531.509999999999,168,5
823.9699999999996,109,30
142.5,8,169
280.90000000000003,19,116
2236.7400000000002,120,8
1328.5500000000004,79,9
275.4000000000001,23,212
598.1999999999998,27,22
212.82,12,107
5305.829999999999,167,25
361.2199999999999,22,138
602.2700000000001,44,213
2560.0,4,37
686.6700000000001,44,91
616.26,37,17
274.15000000000003,16,2
226.37,14,330
2755.5600000000004,156,63
1341.6499999999999,69,119
328.15,19,34
404.40000000000003,3,217
1038.46,56,171
230.70000000000007,16,71
326.74999999999994,37,0
207.50000000000003,1,195
428.6799999999998,118,127
510.5400000000001,20,43
3085.9600000000046,320,5
3844.22,319,13
242.21,41,17
1583.2000000000003,154,27
26626.8,45,7
151.05,10,36
214.80000000000004,11,156
109.95000000000002,20,283
549.0699999999998,153,106
1959.3800000000003,84,24
322.41,15,74
370.47999999999996,47,15
101.10000000000001,2,157
575.4100000000001,38,43
887.6500000000001,92,10
1469.4500000000005,235,31
53.5,9,290
1100.4699999999996,60,20
153.9,8,332
494.44000000000005,28,17
6675.709999999997,94,3
395.79999999999995,39,62
210.31999999999996,32,197
658.88,34,32
2024.949999999999,110,0
1460.3699999999994,70,6
3411.6900000000005,671,4
896.6600000000001,106,9
652.0699999999996,90,31
109.36000000000001,5,52
707.0399999999997,53,11
1540.4200000000005,51,17
327.3,18,18
804.4899999999994,130,36
497.42999999999984,76,1
1553.66,118,17
1320.5600000000004,228,81
367.92999999999984,97,32
473.0299999999997,111,65
977.5200000000007,128,8
676.2,5,266
362.95000000000005,23,246
2131.9000000000005,109,3
1780.5900000000001,32,60
668.3599999999996,102,74
584.4999999999999,33,89
555.8899999999999,59,59
317.20000000000016,88,28
94.36,4,322
1362.27,35,52
221.19000000000005,45,269
2941.0500000000025,358,1
1412.0600000000004,100,49
1486.9000000000003,210,60
1631.1500000000003,86,144
408.57,73,18
303.93,29,94
4061.239999999999,198,0
299.59999999999997,60,264
161.04999999999998,15,301
443.0500000000001,23,69
167.25,5,301
163.07,63,18
2126.9300000000017,172,12
2028.8800000000017,232,35
214.64999999999998,45,18
151.83,35,53
262.20000000000005,31,56
126.25,7,21
210.34999999999985,54,43
1026.9899999999998,73,26
675.2700000000002,102,44
959.4799999999999,52,112
33805.69000000004,399,16
346.12,18,24
82.56,6,190
302.69999999999993,21,301
1908.2500000000002,372,1
241.06,9,262
-2.95,1,80
284.55,2,105
300.85,6,56
642.81,83,212
287.4,8,63
184.26000000000002,17,27
1522.2500000000005,109,28
798.3499999999997,132,5
3640.669999999999,282,7
381.2,24,66
616.79,174,1
638.7700000000002,86,45
230.51000000000002,63,33
2.8999999999941792,4,0
259.0099999999998,36,135
188.89,20,197
674.6899999999999,43,190
311.92,11,149
266.97,14,87
-8.15,3,44
1841.1800000000005,99,63
2158.3700000000003,111,98
208.36,9,217
3482.7400000000002,202,2
814.7199999999996,135,27
151.42,33,177
102.0,4,63
1383.7000000000003,85,20
1314.6800000000003,236,19
1603.4600000000007,148,33
74.9,2,73
650.4300000000004,182,23
757.44,171,51
223.95,13,274
314.86,19,164
1811.470000000002,368,6
544.3,28,87
2494.4600000000005,146,63
331.0,17,24
300.83,35,9
769.2899999999995,53,75
220.61999999999998,18,15
139.35000000000002,19,191
379.4000000000001,26,173
363.65,42,76
492.19999999999993,31,32
731.5,39,46
1329.6600000000005,62,72
826.5299999999999,50,296
684.4100000000003,97,2
1562.2200000000003,97,8
2965.690000000001,136,49
86.12,16,160
319.1,22,359
400.86,11,4
1421.4300000000005,86,106
484.37999999999977,86,24
777.6,4,31
90.30000000000001,3,19
363.7,13,296
248.10000000000002,13,371
950.2599999999999,169,21
874.5899999999999,35,4
1627.1300000000006,113,51
101.7,6,29
162.70000000000005,17,276
480.9200000000002,42,60
215.08,13,24
1036.6200000000003,157,185
9295.670000000007,298,1
11895.570000000007,200,1
290.35999999999996,15,171
228.06000000000003,14,80
244.41,17,3
455.25,30,189
1244.5900000000001,77,21
6748.8,4,17
1026.9399999999996,181,18
593.75,31,4
539.02,56,106
1388.81,45,2
119.62,5,53
339.3,3,164
-95.92999999999981,31,290
4154.639999999994,981,9
2266.249999999998,261,108
922.12,32,95
379.72999999999996,17,242
5664.569999999999,86,162
641.5500000000001,74,2
285.89,17,34
3313.79,207,66
281.84999999999997,11,23
8257.04000000001,474,0
816.5099999999998,58,20
511.12000000000006,31,5
1077.74,19,53
173.7,3,363
614.01,19,14
865.5999999999999,35,193
124.2,5,2
3622.9500000000007,133,8
1285.22,106,2
999.6999999999999,58,126
648.4099999999997,46,73
451.43999999999977,28,70
-30.599999999999998,1,364
70.44,11,154
313.61999999999995,6,112
233.45000000000002,14,373
908.03,31,79
463.95,8,248
225.14999999999995,13,231
459.2399999999999,33,70
213.5,10,68
4073.2799999999993,222,3
330.0299999999999,27,50
181.08999999999997,53,74
360.1600000000003,85,60
250.15,12,15
90.04000000000002,7,3
140.70000000000002,11,276
813.5200000000001,62,3
244.79999999999995,31,40
494.7299999999999,32,30
482.47,34,74
3038.670000000001,174,17
5450.960000000006,280,14
75.66,6,218
120.99,11,185
1187.6599999999999,66,32
618.59,30,69
506.18999999999994,26,182
500.42000000000013,33,14
151.85000000000002,5,235
2630.6400000000012,97,30
204.41,16,253
178.96000000000004,9,3
813.4800000000002,29,51
129.45,5,245
810.5699999999999,48,80
333.08000000000004,23,274
4379.6500000000015,184,0
322.8,20,78
2183.04,119,29
417.72999999999985,64,73
2878.1500000000005,153,16
217.9,9,222
1124.5900000000001,72,31
1676.4699999999998,95,22
1169.3799999999999,52,24
231.10000000000002,12,105
679.83,35,4
487.51,27,245
833.7799999999996,62,177
214.06,14,169
270.85999999999996,21,38
518.4200000000001,24,71
6654.26,123,53
1166.9200000000003,76,15
594.9699999999999,31,140
3794.519999999997,261,17
8568.24,80,21
933.6199999999995,208,9
123.24,8,367
39.12,2,188
810.45,17,15
135.4,9,361
118.98,32,18
570.1299999999998,53,67
306.71999999999997,20,14
1370.8700000000003,161,23
4022.4600000000028,262,16
1692.27,6,27
8093.589999999999,117,1
319.61000000000007,98,54
1558.7199999999998,92,33
3013.8300000000013,170,2
129.75,3,365
183.70000000000002,10,42
1770.3400000000004,44,72
1027.9999999999998,30,4
65892.07999999999,281,3
324.24,62,60
3043.4799999999987,588,46
1260.8600000000001,62,0
303.26,16,75
208.62999999999997,13,43
1276.0,3,255
482.0099999999998,60,68
657.9,10,134
112.75000000000001,21,240
1998.0,5,226
5040.000000000003,312,8
5150.270000000002,154,8
13946.129999999988,284,0
531.35,123,36
656.6300000000001,27,45
3029.870000000001,79,84
2483.04,402,18
1651.0299999999995,22,2
3645.4299999999957,447,8
6840.230000000009,632,18
911.5299999999993,94,218
301.71999999999997,19,77
319.8000000000001,3,266
3278.36,236,8
623.7500000000002,45,368
1773.9200000000008,203,14
155.23999999999998,27,25
292.46999999999997,37,261
4711.21,228,16
589.15,43,90
775.0700000000003,152,301
1382.0200000000013,185,25
272.81999999999994,46,363
1054.6699999999996,269,45
7076.279999999985,668,35
702.79,84,51
603.7499999999998,28,31
650.51,53,51
2269.2099999999996,128,78
417.59999999999997,1,52
3.75,1,297
312.55000000000007,16,171
0.0,4,46
2191.8400000000006,193,28
1304.7599999999993,242,10
7170.700000000005,358,86
6694.310000000009,452,4
826.96,45,24
1515.8999999999992,69,17
623.93,95,44
1764.7199999999998,25,30
207.5,9,372
223.92,34,57
2002.4,2,371
1484.6300000000003,176,113
239.4,13,214
106.83,7,318
369.34,22,64
772.84,43,7
316.61999999999995,13,96
1501.3799999999997,89,19
594.9000000000001,24,184
2758.2500000000027,718,3
34.0,1,293
1145.6,34,272
5580.599999999999,222,30
458.0399999999999,58,47
380.3899999999999,40,259
744.9000000000003,146,57
2246.8100000000013,255,32
171.59,26,56
654.9200000000001,49,67
1695.660000000002,158,9
388.2799999999999,76,59
226.35000000000005,50,79
245.94,16,73
10454.04999999999,344,1
425.18999999999994,60,99
294.65,19,364
2242.25,197,9
107.6,3,19
597.4799999999999,155,122
80.8,5,7
1520.1199999999997,95,3
1706.2800000000022,322,28
110.38000000000001,12,281
243.83999999999997,16,56
1201.5100000000014,287,0
414.88000000000005,66,364
305.62,18,88
1201.4900000000002,164,10
867.8300000000002,121,162
332.29999999999995,24,64
536.99,60,22
460.58999999999986,98,173
801.4899999999996,103,102
1121.59,67,142
288.42,23,98
912.74,150,22
275.64,16,191
547.0699999999999,28,4
479.3500000000001,15,360
1692.9799999999998,449,7
6500.600000000003,325,13
417.06000000000006,28,102
1446.9500000000003,95,2
3317.9700000000003,191,10
497.61000000000007,26,95
358.37999999999994,38,226
460.64,26,15
775.1800000000001,28,38
341.70000000000005,22,50
128.5,8,92
197.22,11,156
325.90999999999997,23,38
199.15000000000003,12,183
1106.5299999999997,47,0
413.46000000000004,24,227
180.85000000000002,10,127
251.87,11,39
3167.7300000000014,166,30
582.9000000000001,26,196
15357.779999999988,298,8
1774.6200000000003,117,36
1260.4399999999998,64,63
10183.820000000007,379,42
214.32000000000002,11,49
193.44,12,42
281.42,14,52
124.57,8,186
332.40999999999997,19,333
342.45,20,3
144.91,9,9
328.4,19,23
35.400000000000006,2,14
345.8900000000001,13,365
473.13999999999976,72,105
151.65,8,59
481.35,28,28
207.73999999999998,11,140
805.6199999999998,129,22
2761.49,139,21
680.02,7,76
7066.309999999998,289,4
2023.47,123,63
853.7199999999998,159,11
0.0,6,24
1519.0800000000004,178,30
432.0,1,66
705.1199999999998,39,66
276.72999999999996,38,186
429.84,26,37
471.50999999999965,101,14
194.88,37,34
1578.6700000000005,135,194
809.7000000000002,203,1
496.8399999999997,101,0
145.93000000000004,45,366
219.13999999999996,69,64
213.03000000000014,44,298
444.4599999999999,163,25
1281.5599999999997,125,7
187.6900000000003,82,11
1706.88,44,115
373.24,60,28
3754.2699999999986,710,3
3085.4799999999996,209,4
579.7700000000002,93,81
981.6500000000001,151,28
364.14000000000004,19,63
1510.060000000002,547,3
2528.670000000001,105,22
113.44000000000001,8,289
208.45999999999995,38,35
621.6800000000001,57,8
576.2600000000003,143,23
391.5200000000001,9,276
1043.3399999999997,130,49
2596.4499999999994,327,155
169.79000000000005,60,60
6666.829999999986,696,11
739.4999999999995,89,20
230.25000000000003,14,370
543.0500000000001,6,115
2781.499999999998,213,79
1295.3900000000006,77,3
380.55000000000007,54,25
4604.2199999999875,898,4
161.94,53,52
530.08,49,0
950.93,62,54
262.68,57,25
1903.1300000000012,242,8
3049.880000000001,305,51
1894.1100000000017,283,12
816.7299999999999,33,211
4345.500000000007,249,21
406.48000000000013,21,235
435.02,19,138
1161.2700000000002,61,3
1178.56,42,56
1262.7500000000014,87,122
167.61,16,108
20.8,1,29
2085.0800000000004,54,0
493.67,26,184
292.34000000000003,18,8
416.64,16,238
117.35000000000001,7,86
507.04999999999995,101,38
234.17,14,115
110.55000000000001,7,186
201.19,26,226
2148.4700000000003,31,7
319.0199999999999,21,188
439.4300000000001,31,3
650.4100000000002,42,38
232.20999999999987,42,2
251.51999999999998,2,266
344.33,39,77
1809.0500000000004,91,3
1078.9600000000005,87,254
384.06,22,60
1920.1999999999998,149,12
4392.419999999996,418,77
5461.620000000001,121,16
1873.2,3,29
1625.0500000000004,129,2
126.12,7,4
1133.25,12,6
179.0,1,218
1601.86,95,10
-1.25,1,371
1427.46,41,29
702.0,12,287
287.02,6,149
484.82000000000005,23,22
3989.5700000000006,169,0
1487.78,50,72
1412.9399999999996,44,45
781.7800000000001,44,4
877.4300000000001,53,50
185.46,12,16
270.90000000000003,15,29
565.5799999999997,75,7
1842.5599999999995,217,28
8574.110000000002,268,2
920.0999999999998,16,40
1272.6100000000013,234,10
71.0,7,30
95.85,3,44
357.77,9,60
154.82999999999998,4,184
848.5899999999997,155,78
716.0,2,110
146.87,11,63
380.35,22,11
1030.1399999999999,28,85
734.57,32,15
388.33000000000004,32,245
1253.2199999999996,77,77
112.40000000000003,22,29
449.7299999999999,15,137
1065.7700000000002,71,26
1044.3800000000003,98,2
1735.1799999999998,102,31
897.43,10,8
339.44,22,112
642.0199999999999,22,156
1100.9,65,84
864.3199999999998,48,114
5594.780000000006,322,2
3228.8399999999992,316,95
247.14,43,193
413.75000000000006,92,27
496.37999999999994,14,128
1353.8300000000004,84,27
1179.8899999999999,62,81
3095.0399999999995,516,29
234.24,5,265
5116.129999999999,101,73
534.4699999999999,71,313
1421.5899999999992,82,8
859.3500000000003,62,58
-112.35,1,142
4531.340000000004,297,11
2655.2200000000007,154,27
312.13999999999993,64,113
2385.480000000001,148,8
1446.09,174,17
813.7700000000001,80,17
841.08,25,35
378.2000000000001,28,35
118.80000000000001,2,77
285.5,9,21
290.1600000000001,64,24
2003.8500000000008,81,32
1405.7799999999995,52,108
2949.7500000000014,162,34
1555.05,189,122
2050.079999999999,96,6
1991.009999999999,115,27
2041.850000000001,64,3
3802.8100000000018,198,2
1777.7800000000007,125,49
270.19999999999993,15,317
1088.1999999999994,77,21
992.6800000000003,52,8
937.9199999999998,213,1
971.74,65,17
1621.7299999999998,42,9
25.5,1,261
665.7800000000004,90,158
10380.429999999995,421,32
869.6799999999998,121,28
163.29999999999998,12,164
248.60999999999999,30,46
747.2199999999997,135,5
806.8999999999997,43,7
116.19999999999997,9,287
157.02,10,317
593.6099999999999,38,2
307.46,18,232
138.32,7,118
345.29999999999995,9,161
298.89000000000004,32,184
259.34999999999997,40,49
991.8499999999998,262,151
157.09,14,334
2463.170000000001,134,4
4892.240000000001,27,15
424.99999999999994,24,106
1139.7299999999998,52,15
380.5,24,275
10585.569999999985,487,15
465.32,20,246
579.0,15,238
984.5699999999998,48,0
749.78,35,105
1679.6400000000003,85,22
124.88,9,51
1503.5,16,194
213.77999999999997,14,23
329.34000000000003,23,74
251.69999999999996,20,17
306.54999999999995,15,7
1266.9699999999993,67,31
1534.7300000000002,102,21
3518.0299999999993,229,30
1707.2099999999996,105,28
293.1,5,21
2466.4000000000005,145,32
158.68,10,283
189.48999999999998,14,38
816.8800000000006,60,49
224.90999999999997,16,288
313.26,16,74
3755.6499999999983,87,4
59.9,4,217
1430.9400000000003,64,43
306.13,15,201
711.79,80,177
780.3800000000001,131,55
239.91999999999996,23,56
3286.9099999999994,76,7
144.0,2,46
203.95,10,226
2275.58,89,10
384.3999999999999,61,105
249.74,20,58
2095.1300000000015,237,27
1674.46,35,35
262.62,29,273
1013.01,29,29
692.2200000000001,96,23
342.63,40,53
3563.8499999999995,152,35
1352.9100000000003,67,168
384.08,13,53
204.24,7,52
2299.670000000001,213,26
226.85,4,252
2741.079999999998,164,39
984.1199999999997,104,59
113.5,9,233
1960.7200000000003,274,3
114.23,25,31
3198.2500000000027,472,23
335.13,63,6
354.15,28,64
426.78999999999985,49,309
393.48999999999995,21,308
939.32,47,18
1906.0900000000015,208,15
318.76000000000005,47,95
3466.6700000000005,73,263
3127.820000000003,546,11
421.5200000000001,36,2
190.88,25,34
149.89,14,182
550.0600000000001,29,24
916.1300000000002,105,12
314.69,19,10
3744.65,566,2
379.95000000000005,16,312
1135.0399999999997,40,107
8628.55,407,0
954.8999999999997,31,52
171.45,9,204
282.18999999999994,55,14
318.65000000000003,69,119
384.52,57,3
283.28,39,362
353.8599999999999,87,116
178.26,18,17
272.44000000000005,112,4
298.40999999999997,78,40
239.99999999999997,16,106
603.3699999999998,124,147
1253.3600000000001,12,51
63.440000000000005,23,207
562.8999999999997,127,138
310.63999999999993,80,1
317.61999999999995,38,126
763.64,6,107
2144.5299999999997,116,41
111.98000000000002,27,34
1065.3500000000001,69,227
246.04000000000008,15,240
187.82999999999998,9,57
1703.4100000000003,94,129
1641.6800000000019,294,59
153.92000000000004,45,21
1064.1100000000001,124,25
1419.7300000000012,142,8
936.1600000000004,112,31
525.2399999999998,102,3
550.8000000000001,1,307
1875.1100000000006,135,7
556.9499999999997,69,28
131.78000000000006,51,16
498.42,30,100
669.1100000000001,57,11
197.6300000000001,66,20
1119.9299999999998,81,14
250.03999999999994,53,360
8600.730000000005,69,10
-152.64000000000001,1,364
82.75,12,94
1384.8500000000001,55,77
644.3,14,138
2288.1299999999997,28,17
2514.76,136,24
6204.459999999995,487,0
2524.0200000000004,11,45
1200.6199999999997,73,99
700.8599999999999,107,7
908.9900000000005,204,14
990.2300000000002,50,17
96.8,6,279
523.11,33,13
363.9,6,22
175.2,1,123
494.24999999999994,28,85
306.6,12,300
1944.3200000000033,548,150
6612.179999999995,757,16
243.36,9,93
11891.179999999997,424,8
781.3600000000001,183,156
193.63999999999996,17,354
160.56999999999994,32,45
537.74,87,14
2611.58,503,3
228.96,1,85
1159.5200000000011,215,14
110.75,9,178
1256.19,72,7
587.15,27,35
1740.0,8,128
1393.06,16,50
178.21999999999997,19,311
388.1399999999999,45,23
365.84999999999985,59,302
127.85999999999999,15,10
585.7900000000002,132,16
488.2,29,48
312.22999999999996,35,238
4455.729999999996,414,0
4801.559999999999,468,12
168.4,34,237
1349.5200000000011,128,22
446.18,33,72
423.8899999999998,87,16
1342.6800000000012,253,40
646.9200000000001,57,39
495.7699999999999,28,218
372.49999999999983,71,189
203.2,24,70
3925.919999999996,419,23
404.66,83,10
20272.42999999999,110,8
65.4,2,64
199.29000000000002,51,3
336.40000000000003,15,18
261.11000000000007,47,14
2686.42,28,7
784.11,78,19
1259.56,15,77
31300.080000000016,224,0
508.8,3,163
457.91,62,306
203.86999999999995,4,218
7330.800000000001,27,38
696.4099999999999,92,21
653.3799999999999,38,114
2129.9600000000023,213,125
2633.85,59,4
281.62000000000006,33,35
30300.819999999992,201,3
967.2199999999998,94,0
1928.72,116,329
32.65,2,162
771.8499999999999,13,184
1214.7199999999996,64,15
748.9399999999999,43,11
1258.0600000000002,66,2
778.0,6,43
507.8399999999999,14,79
6838.340000000002,271,29
463.4600000000001,30,41
4200.969999999999,208,10
598.8300000000002,30,49
1853.1299999999997,135,15
663.6300000000003,28,44
759.1699999999995,43,18
5022.259999999998,272,3
100.8,2,71
17078.450000000004,343,0
512.1200000000001,42,120
265.76000000000005,14,32
403.30000000000007,43,312
365.76000000000005,48,17
303.16,54,87
2333.420000000001,138,1
216.3,9,1
378.30000000000007,19,246
177.09999999999997,8,147
2210.2600000000007,140,28
534.24,1,219
2940.0400000000013,135,147
120.9,9,176
541.53,36,39
-4287.63,1,144
2504.8599999999997,279,1
187482.17000000013,351,7
1648.9500000000003,107,0
486.71999999999997,19,17
517.5300000000002,61,191
131.7,8,203
249.85999999999999,17,364
1737.6999999999998,19,126
316.49999999999994,54,14
657.3,111,42
452.63000000000005,37,78
757.4599999999996,111,22
662.9399999999999,28,50
1881.3600000000017,219,15
289.96000000000004,9,157
763.2800000000003,41,9
137.0,5,9
1843.0599999999997,90,15
1125.0700000000002,78,44
710.2900000000002,181,190
194.36999999999995,14,78
506.51,31,73
1249.3400000000006,83,3
414.04,21,64
396.87000000000006,24,260
376.63999999999993,29,58
1926.8799999999997,86,0
3541.9200000000005,110,0
374.57,12,247
497.56000000000006,27,7
271.04999999999995,10,358
272.21999999999997,17,75
622.88,40,289
1138.0,5,16
288.59999999999997,18,220
689.0999999999999,28,8
558.9599999999999,38,2
2745.28,140,205
1145.84,52,161
294.28999999999996,16,69
605.5799999999999,88,261
387.31,22,280
6100.740000000002,369,57
308.48,20,24
88125.37999999996,1076,2
2920.0400000000013,106,28
513.2,6,71
208.65,40,127
639.0199999999998,87,30
768.0800000000002,137,14
153.94,11,308
1839.0700000000004,83,16
546.8100000000001,30,53
721.9599999999998,46,23
1070.71,73,1
652.7400000000001,33,10
145.0,6,360
422.70000000000005,9,359
706.6999999999999,23,0
888.86,49,53
3540.1000000000017,260,0
2385.0000000000023,394,0
293.45000000000005,15,120
223.36,9,53
164.39999999999998,13,279
76.5,3,176
897.6200000000003,75,29
98.42000000000002,9,25
570.4,26,8
170.75,25,269
645.9599999999999,145,42
-11.8,2,371
-141.48000000000002,17,217
148.86,6,23
267.16000000000014,42,196
